"1","Spring 2020","1","1416455","2020"
"2","Spring 2020","1","1579288","2020"
"3","Spring 2020","3","1528882","2020"
"4","Spring 2020","3","1653725","2020"
"5","Spring 2020","1","1625654","2020"
"6","Spring 2020","3","1669953","2020"
"7","Spring 2020","1","1665555","2020"
"8","Spring 2020","3","1616161","2020"
"9","Spring 2020","2","1633554","2020"
"10","Spring 2020","2","1645333","2020"
"11","Spring 2020","2","1691291","2020"
"12","Spring 2020","3","1662147","2020"
"13","Spring 2020","3","1691483","2020"
"14","Spring 2020","3","1674181","2020"
"15","Spring 2020","2","1641252","2020"
"16","Spring 2020","2","1695837","2020"
"17","Spring 2020","1","1613273","2020"
"18","Spring 2020","3","1612985","2020"
"19","Spring 2020","1","1623112","2020"
"20","Spring 2020","2","1668314","2020"
"21","Spring 2020","3","1622731","2020"
"22","Spring 2020","1","1696326","2020"
"23","Spring 2020","1","1646434","2020"
"24","Spring 2020","1","1614142","2020"
"25","Spring 2020","1","1654432","2020"
"26","Spring 2020","3","1678812","2020"
"27","Spring 2020","3","1614733","2020"
"28","Spring 2020","2","1665491","2020"
"29","Spring 2020","3","1634352","2020"
"30","Spring 2020","1","1661638","2020"
"31","Spring 2020","1","1686272","2020"
"32","Spring 2020","3","1729416","2020"
"33","Spring 2020","2","1763881","2020"
"34","Spring 2020","3","1781682","2020"
"35","Spring 2020","1","1778274","2020"
"36","Spring 2020","1","1795656","2020"
"37","Spring 2020","2","1773277","2020"
"38","Spring 2020","2","1759787","2020"
"39","Spring 2020","2","1743714","2020"
"40","Spring 2020","1","1747457","2020"
"41","Spring 2020","2","1728125","2020"
"42","Spring 2020","2","1783512","2020"
"43","Spring 2020","2","1768463","2020"
"44","Spring 2020","2","1797625","2020"
"45","Spring 2020","2","1754681","2020"
"46","Spring 2020","1","1798883","2020"
"47","Spring 2020","2","1769463","2020"
"48","Spring 2020","1","1766156","2020"
"49","Spring 2020","3","1772947","2020"
"50","Spring 2020","2","1731817","2020"
"51","Spring 2020","3","1752538","2020"
"52","Spring 2020","3","1731852","2020"
"53","Spring 2020","3","1766176","2020"
"54","Spring 2020","1","1715578","2020"
"55","Spring 2020","1","1745484","2020"
"56","Spring 2020","2","1791753","2020"
"57","Spring 2020","3","1742892","2020"
"58","Spring 2020","1","1788337","2020"
"59","Spring 2020","3","1736425","2020"
"60","Spring 2020","1","1728439","2020"
"61","Spring 2020","2","1712983","2020"
"62","Spring 2020","3","1718437","2020"
"63","Spring 2020","2","1784847","2020"
"64","Spring 2020","3","1737824","2020"
"65","Spring 2020","3","1797789","2020"
"66","Spring 2020","3","1728139","2020"
"67","Spring 2020","1","1711619","2020"
"68","Spring 2020","2","1789481","2020"
"69","Spring 2020","1","1711729","2020"
"70","Spring 2020","2","1773384","2020"
"71","Spring 2020","2","1762565","2020"
"72","Spring 2020","3","1898334","2020"
"73","Spring 2020","1","1892367","2020"
"74","Spring 2020","3","1863951","2020"
"75","Spring 2020","3","1835298","2020"
"76","Spring 2020","2","1835874","2020"
"77","Spring 2020","3","1849651","2020"
"78","Spring 2020","1","1872128","2020"
"79","Spring 2020","3","1887973","2020"
"80","Spring 2020","2","1886577","2020"
"81","Spring 2020","3","1877262","2020"
"82","Spring 2020","3","1873255","2020"
"83","Spring 2020","2","1834433","2020"
"84","Spring 2020","1","1868128","2020"
"85","Spring 2020","1","1845457","2020"
"86","Spring 2020","2","1855787","2020"
"87","Spring 2020","2","1893863","2020"
"88","Spring 2020","2","1842333","2020"
"89","Summer 2020","4","1416456","2020"
"90","Summer 2020","4","1579289","2020"
"91","Summer 2020","6","1528883","2020"
"92","Summer 2020","6","1653726","2020"
"93","Summer 2020","4","1625655","2020"
"94","Summer 2020","6","1669954","2020"
"95","Summer 2020","4","1665556","2020"
"96","Summer 2020","6","1616162","2020"
"97","Summer 2020","5","1633555","2020"
"98","Summer 2020","5","1645334","2020"
"99","Summer 2020","5","1691292","2020"
"100","Summer 2020","6","1662148","2020"
"101","Summer 2020","6","1691484","2020"
"102","Summer 2020","6","1674182","2020"
"103","Summer 2020","5","1641253","2020"
"104","Summer 2020","5","1695838","2020"
"105","Summer 2020","4","1613274","2020"
"106","Summer 2020","6","1612986","2020"
"107","Summer 2020","4","1623113","2020"
"108","Summer 2020","5","1668315","2020"
"109","Summer 2020","6","1622732","2020"
"110","Summer 2020","4","1696327","2020"
"111","Summer 2020","4","1646435","2020"
"112","Summer 2020","4","1614143","2020"
"113","Summer 2020","4","1654433","2020"
"114","Summer 2020","6","1678813","2020"
"115","Summer 2020","6","1614734","2020"
"116","Summer 2020","5","1665492","2020"
"117","Summer 2020","6","1634353","2020"
"118","Summer 2020","4","1661639","2020"
"119","Summer 2020","4","1686273","2020"
"120","Summer 2020","6","1729417","2020"
"121","Summer 2020","5","1763882","2020"
"122","Summer 2020","6","1781683","2020"
"123","Summer 2020","4","1778275","2020"
"124","Summer 2020","4","1795657","2020"
"125","Summer 2020","5","1773278","2020"
"126","Summer 2020","5","1759788","2020"
"127","Summer 2020","5","1743715","2020"
"128","Summer 2020","4","1747458","2020"
"129","Summer 2020","5","1728126","2020"
"130","Summer 2020","5","1783513","2020"
"131","Summer 2020","5","1768464","2020"
"132","Summer 2020","5","1797626","2020"
"133","Summer 2020","5","1754682","2020"
"134","Summer 2020","4","1798884","2020"
"135","Summer 2020","5","1769464","2020"
"136","Summer 2020","4","1766157","2020"
"137","Summer 2020","6","1772948","2020"
"138","Summer 2020","5","1731818","2020"
"139","Summer 2020","6","1752539","2020"
"140","Summer 2020","6","1731853","2020"
"141","Summer 2020","6","1766177","2020"
"142","Summer 2020","4","1715579","2020"
"143","Summer 2020","4","1745485","2020"
"144","Summer 2020","5","1791754","2020"
"145","Summer 2020","6","1742893","2020"
"146","Summer 2020","4","1788338","2020"
"147","Summer 2020","6","1736426","2020"
"148","Summer 2020","4","1728440","2020"
"149","Summer 2020","5","1712984","2020"
"150","Summer 2020","6","1718438","2020"
"151","Summer 2020","5","1784848","2020"
"152","Summer 2020","6","1737825","2020"
"153","Summer 2020","6","1797790","2020"
"154","Summer 2020","6","1728140","2020"
"155","Summer 2020","4","1711620","2020"
"156","Summer 2020","5","1789482","2020"
"157","Summer 2020","4","1711730","2020"
"158","Summer 2020","5","1773385","2020"
"159","Summer 2020","5","1762566","2020"
"160","Summer 2020","6","1898335","2020"
"161","Summer 2020","4","1892368","2020"
"162","Summer 2020","6","1863952","2020"
"163","Summer 2020","6","1835299","2020"
"164","Summer 2020","5","1835875","2020"
"165","Summer 2020","6","1849652","2020"
"166","Summer 2020","4","1872129","2020"
"167","Summer 2020","6","1887974","2020"
"168","Summer 2020","5","1886578","2020"
"169","Summer 2020","6","1877263","2020"
"170","Summer 2020","6","1873256","2020"
"171","Summer 2020","5","1834434","2020"
"172","Summer 2020","4","1868129","2020"
"173","Summer 2020","4","1845458","2020"
"174","Summer 2020","5","1855788","2020"
"175","Summer 2020","5","1893864","2020"
"176","Summer 2020","5","1842334","2020"
"177","Autumn 2020","7","1416457","2020"
"178","Autumn 2020","7","1579290","2020"
"179","Autumn 2020","9","1528884","2020"
