"1","1","1"
"2","1","2"
"3","1","3"
"4","1","4"
"5","1","5"
"6","1","6"
"7","1","7"
"8","1","8"
"9","1","9"
"10","1","10"
"11","1","11"
"12","1","12"
"13","1","13"
"14","1","14"
"15","1","15"
"16","1","16"
"17","1","17"
"18","1","18"
"19","1","19"
"20","1","20"
"21","1","21"
"22","1","22"
"23","1","23"
"24","1","24"
"25","1","25"
"26","1","26"
"27","1","27"
"28","1","28"
"29","1","29"
"30","1","30"
"31","1","31"
"32","1","32"
"33","1","33"
"34","1","34"
"35","1","35"
"36","1","36"
"37","1","37"
"38","1","38"
"39","1","39"
"40","1","40"
"41","1","41"
"42","1","42"
"43","1","43"
"44","1","44"
"45","1","45"
"46","1","46"
"47","1","47"
"48","1","48"
"49","1","49"
"50","1","50"
"51","1","51"
"52","1","52"
"53","1","53"
"54","1","54"
"55","1","55"
"56","1","56"
"57","1","57"
"58","1","58"
"59","1","59"
"60","1","60"
"61","1","61"
"62","1","62"
"63","1","63"
"64","1","64"
"65","1","65"
"66","1","66"
"67","1","67"
"68","1","68"
"69","1","69"
"70","1","70"
"71","1","71"
"72","1","72"
"73","1","73"
"74","1","74"
"75","1","75"
"76","1","76"
"77","1","77"
"78","1","78"
"79","1","79"
"80","1","80"
"81","1","81"
"82","1","82"
"83","1","83"
"84","1","84"
"85","1","85"
"86","1","86"
"87","1","87"
"88","1","88"
"89","2","1"
"90","2","2"
"91","2","3"
"92","2","4"
"93","2","5"
"94","2","6"
"95","2","7"
"96","2","8"
"97","2","9"
"98","2","10"
"99","2","11"
"100","2","12"
"101","2","13"
"102","2","14"
"103","2","15"
"104","2","16"
"105","2","17"
"106","2","18"
"107","2","19"
"108","2","20"
"109","2","21"
"110","2","22"
"111","2","23"
"112","2","24"
"113","2","25"
"114","2","26"
"115","2","27"
"116","2","28"
"117","2","29"
"118","2","30"
"119","2","31"
"120","2","32"
"121","2","33"
"122","2","34"
"123","2","35"
"124","2","36"
"125","2","37"
"126","2","38"
"127","2","39"
"128","2","40"
"129","2","41"
"130","2","42"
"131","2","43"
"132","2","44"
"133","2","45"
"134","2","46"
"135","2","47"
"136","2","48"
"137","2","49"
"138","2","50"
"139","2","51"
"140","2","52"
"141","2","53"
"142","2","54"
"143","2","55"
"144","2","56"
"145","2","57"
"146","2","58"
"147","2","59"
"148","2","60"
"149","2","61"
"150","2","62"
"151","2","63"
"152","2","64"
"153","2","65"
"154","2","66"
"155","2","67"
"156","2","68"
"157","2","69"
"158","2","70"
"159","2","71"
"160","2","72"
"161","2","73"
"162","2","74"
"163","2","75"
"164","2","76"
"165","2","77"
"166","2","78"
"167","2","79"
"168","2","80"
"169","2","81"
"170","2","82"
"171","2","83"
"172","2","84"
"173","2","85"
"174","2","86"
"175","2","87"
"176","2","88"
