"1416455","null","null","null","null","null","null","null","null","CSE","1"
"1579288","null","null","null","null","null","null","null","null","CSE","1"
"1528882","null","null","null","null","null","null","null","null","CSE","1"
"1653725","null","null","null","null","null","null","null","null","CSE","1"
"1625654","null","null","null","null","null","null","null","null","CSE","1"
"1669953","null","null","null","null","null","null","null","null","CSE","1"
"1665555","null","null","null","null","null","null","null","null","CSE","1"
"1616161","null","null","null","null","null","null","null","null","CSE","1"
"1633554","null","null","null","null","null","null","null","null","CSE","1"
"1645333","null","null","null","null","null","null","null","null","CSE","1"
"1691291","null","null","null","null","null","null","null","null","CSE","1"
"1662147","null","null","null","null","null","null","null","null","CSE","1"
"1691483","null","null","null","null","null","null","null","null","CSE","1"
"1674181","null","null","null","null","null","null","null","null","CSE","1"
"1641252","null","null","null","null","null","null","null","null","CSE","1"
"1695837","null","null","null","null","null","null","null","null","CSE","1"
"1613273","null","null","null","null","null","null","null","null","CSE","1"
"1612985","null","null","null","null","null","null","null","null","CSE","1"
"1623112","null","null","null","null","null","null","null","null","CSE","1"
"1668314","null","null","null","null","null","null","null","null","CSE","1"
"1622731","null","null","null","null","null","null","null","null","CSE","1"
"1696326","null","null","null","null","null","null","null","null","CSE","1"
"1646434","null","null","null","null","null","null","null","null","CSE","1"
"1614142","null","null","null","null","null","null","null","null","CSE","1"
"1654432","null","null","null","null","null","null","null","null","CSE","1"
"1678812","null","null","null","null","null","null","null","null","CSE","1"
"1614733","null","null","null","null","null","null","null","null","CSE","1"
"1665491","null","null","null","null","null","null","null","null","CSE","1"
"1634352","null","null","null","null","null","null","null","null","CSE","1"
"1661638","null","null","null","null","null","null","null","null","CSE","1"
"1686272","null","null","null","null","null","null","null","null","CSE","1"
"1729416","null","null","null","null","null","null","null","null","CSE","1"
"1763881","null","null","null","null","null","null","null","null","CSE","1"
"1781682","null","null","null","null","null","null","null","null","CSE","1"
"1778274","null","null","null","null","null","null","null","null","CSE","1"
"1795656","null","null","null","null","null","null","null","null","CSE","1"
"1773277","null","null","null","null","null","null","null","null","CSE","1"
"1759787","null","null","null","null","null","null","null","null","CSE","1"
"1743714","null","null","null","null","null","null","null","null","CSE","1"
"1747457","null","null","null","null","null","null","null","null","CSE","1"
"1728125","null","null","null","null","null","null","null","null","CSE","1"
"1783512","null","null","null","null","null","null","null","null","CSE","1"
"1768463","null","null","null","null","null","null","null","null","CSE","1"
"1797625","null","null","null","null","null","null","null","null","CSE","1"
"1754681","null","null","null","null","null","null","null","null","CSE","1"
"1798883","null","null","null","null","null","null","null","null","CSE","1"
"1769463","null","null","null","null","null","null","null","null","CSE","1"
"1766156","null","null","null","null","null","null","null","null","CSE","1"
"1772947","null","null","null","null","null","null","null","null","CSE","1"
"1731817","null","null","null","null","null","null","null","null","CSE","1"
"1752538","null","null","null","null","null","null","null","null","CSE","1"
"1731852","null","null","null","null","null","null","null","null","CSE","1"
"1766176","null","null","null","null","null","null","null","null","CSE","1"
"1715578","null","null","null","null","null","null","null","null","CSE","1"
"1745484","null","null","null","null","null","null","null","null","CSE","1"
"1791753","null","null","null","null","null","null","null","null","CSE","1"
"1742892","null","null","null","null","null","null","null","null","CSE","1"
"1788337","null","null","null","null","null","null","null","null","CSE","1"
"1736425","null","null","null","null","null","null","null","null","CSE","1"
"1728439","null","null","null","null","null","null","null","null","CSE","1"
"1712983","null","null","null","null","null","null","null","null","CSE","1"
"1718437","null","null","null","null","null","null","null","null","CSE","1"
"1784847","null","null","null","null","null","null","null","null","CSE","1"
"1737824","null","null","null","null","null","null","null","null","CSE","1"
"1797789","null","null","null","null","null","null","null","null","CSE","1"
"1728139","null","null","null","null","null","null","null","null","CSE","1"
"1711619","null","null","null","null","null","null","null","null","CSE","1"
"1789481","null","null","null","null","null","null","null","null","CSE","1"
"1711729","null","null","null","null","null","null","null","null","CSE","1"
"1773384","null","null","null","null","null","null","null","null","CSE","1"
"1762565","null","null","null","null","null","null","null","null","CSE","1"
"1898334","null","null","null","null","null","null","null","null","CSE","1"
"1892367","null","null","null","null","null","null","null","null","CSE","1"
"1863951","null","null","null","null","null","null","null","null","CSE","1"
"1835298","null","null","null","null","null","null","null","null","CSE","1"
"1835874","null","null","null","null","null","null","null","null","CSE","1"
"1849651","null","null","null","null","null","null","null","null","CSE","1"
"1872128","null","null","null","null","null","null","null","null","CSE","1"
"1887973","null","null","null","null","null","null","null","null","CSE","1"
"1886577","null","null","null","null","null","null","null","null","CSE","1"
"1877262","null","null","null","null","null","null","null","null","CSE","1"
"1873255","null","null","null","null","null","null","null","null","CSE","1"
"1834433","null","null","null","null","null","null","null","null","CSE","1"
"1868128","null","null","null","null","null","null","null","null","CSE","1"
"1845457","null","null","null","null","null","null","null","null","CSE","1"
"1855787","null","null","null","null","null","null","null","null","CSE","1"
"1893863","null","null","null","null","null","null","null","null","CSE","1"
"1842333","null","null","null","null","null","null","null","null","CSE","1"
"1416456","null","null","null","null","null","null","null","null","CSE","1"
"1579289","null","null","null","null","null","null","null","null","CSE","1"
"1528883","null","null","null","null","null","null","null","null","CSE","1"
"1653726","null","null","null","null","null","null","null","null","CSE","1"
"1625655","null","null","null","null","null","null","null","null","CSE","1"
"1669954","null","null","null","null","null","null","null","null","CSE","1"
"1665556","null","null","null","null","null","null","null","null","CSE","1"
"1616162","null","null","null","null","null","null","null","null","CSE","1"
"1633555","null","null","null","null","null","null","null","null","CSE","1"
"1645334","null","null","null","null","null","null","null","null","CSE","1"
"1691292","null","null","null","null","null","null","null","null","CSE","1"
"1662148","null","null","null","null","null","null","null","null","CSE","1"
"1691484","null","null","null","null","null","null","null","null","CSE","1"
"1674182","null","null","null","null","null","null","null","null","CSE","1"
"1641253","null","null","null","null","null","null","null","null","CSE","1"
"1695838","null","null","null","null","null","null","null","null","CSE","1"
"1613274","null","null","null","null","null","null","null","null","CSE","1"
"1612986","null","null","null","null","null","null","null","null","CSE","1"
"1623113","null","null","null","null","null","null","null","null","CSE","1"
"1668315","null","null","null","null","null","null","null","null","CSE","1"
"1622732","null","null","null","null","null","null","null","null","CSE","1"
"1696327","null","null","null","null","null","null","null","null","CSE","1"
"1646435","null","null","null","null","null","null","null","null","CSE","1"
"1614143","null","null","null","null","null","null","null","null","CSE","1"
"1654433","null","null","null","null","null","null","null","null","CSE","1"
"1678813","null","null","null","null","null","null","null","null","CSE","1"
"1614734","null","null","null","null","null","null","null","null","CSE","1"
"1665492","null","null","null","null","null","null","null","null","CSE","1"
"1634353","null","null","null","null","null","null","null","null","CSE","1"
"1661639","null","null","null","null","null","null","null","null","CSE","1"
"1686273","null","null","null","null","null","null","null","null","CSE","1"
"1729417","null","null","null","null","null","null","null","null","CSE","1"
"1763882","null","null","null","null","null","null","null","null","CSE","1"
"1781683","null","null","null","null","null","null","null","null","CSE","1"
"1778275","null","null","null","null","null","null","null","null","CSE","1"
"1795657","null","null","null","null","null","null","null","null","CSE","1"
"1773278","null","null","null","null","null","null","null","null","CSE","1"
"1759788","null","null","null","null","null","null","null","null","CSE","1"
"1743715","null","null","null","null","null","null","null","null","CSE","1"
"1747458","null","null","null","null","null","null","null","null","CSE","1"
"1728126","null","null","null","null","null","null","null","null","CSE","1"
"1783513","null","null","null","null","null","null","null","null","CSE","1"
"1768464","null","null","null","null","null","null","null","null","CSE","1"
"1797626","null","null","null","null","null","null","null","null","CSE","1"
"1754682","null","null","null","null","null","null","null","null","CSE","1"
"1798884","null","null","null","null","null","null","null","null","CSE","1"
"1769464","null","null","null","null","null","null","null","null","CSE","1"
"1766157","null","null","null","null","null","null","null","null","CSE","1"
"1772948","null","null","null","null","null","null","null","null","CSE","1"
